ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
2048,6,1,1,70.963,0,22730,6,0,2,36.31
2049,1,19,1,68.967,2,42138,4,0,0,64.23
2050,4,14,0,90.0,0,2421,2,0,0,103.27
2051,3,13,2,46.0,1,123674,1,0,0,23.23
2052,0,12,2,78.227,0,80957,2,0,0,97.94
2053,1,18,1,56.0,2,31736,3,0,0,23.26
2054,5,8,0,99.8,0,4276,8,0,0,72.64
2055,5,9,0,90.0,0,3591,7,0,0,62.97
2056,5,6,1,66.355,2,18246,5,0,1,53.34
2057,3,13,0,90.0,0,6892,10,0,0,17.48
2058,2,2,0,90.0,0,6236,10,0,0,35.11
2059,1,19,1,66.208,2,31016,3,1,0,63.52
2060,0,12,0,90.0,0,3558,7,0,0,100.53
2061,5,7,1,87.3680500000001,0,10618,5,0,1,83.41
2062,4,14,2,61.994,0,55935,2,0,0,117.49
2063,3,13,2,48.093,1,56244,3,0,0,23.61
2064,1,18,2,46.0,2,177104,0,0,0,22.67
2065,4,14,2,59.515,0,135848,2,0,0,118.83
2066,2,5,0,90.0,1,4415,9,0,0,24.87
2067,4,16,0,90.88399999999994,0,8913,2,0,0,160.18
2068,2,3,0,90.0,0,4878,10,0,0,38.93
2069,1,20,0,90.0,0,3176,8,0,0,79.75
2070,0,11,0,90.0,0,3954,8,0,0,60.0
2071,0,11,2,56.788,0,68823,0,0,0,55.29
2072,0,11,2,59.154,0,180469,0,0,0,55.99
2073,5,6,2,51.94,2,158113,0,0,0,51.25
2074,3,0,0,90.0,1,6658,10,0,0,48.01
2075,1,18,2,46.0,0,61523,0,1,0,22.48
2076,3,13,2,46.169,1,174088,2,0,0,21.66
2077,1,20,0,90.0,0,5110,8,0,0,79.73
2078,2,2,2,53.602,0,196404,1,1,0,34.21
2079,0,11,0,90.0,0,3363,8,0,0,59.95
2080,4,14,2,61.994,0,84929,2,0,0,119.0
2081,3,0,0,90.0,1,3318,9,1,0,41.78
2082,5,6,2,54.104,2,190360,0,0,0,50.88
2083,4,15,0,90.0,0,3622,2,0,0,120.04
2084,2,2,0,90.0,0,8943,9,0,0,35.97
2085,5,7,1,87.81043000000008,0,25302,5,0,1,84.1
2086,6,1,0,90.0,0,5290,7,0,0,33.47
2087,5,9,1,69.12,0,10969,6,0,2,68.85
2088,3,10,2,46.169,1,68915,2,0,0,28.37
2089,3,13,0,90.0,1,1323,10,0,0,17.43
2090,2,2,0,90.0,0,6107,10,0,0,35.64
2091,2,5,2,68.488,1,174257,2,0,0,28.24
2092,0,12,1,78.227,0,43799,3,0,0,99.04
2093,1,19,2,56.234,0,156919,0,0,0,60.3
2094,5,7,0,96.0,0,2338,7,0,0,69.31
2095,1,19,1,68.967,0,49852,4,0,0,64.63
2096,3,13,1,58.982,1,33386,8,0,2,23.09
2097,1,18,2,46.0,2,87214,0,1,0,22.02
2098,0,17,0,95.0,0,8196,8,0,0,60.59
2099,1,20,0,90.0,2,6704,7,0,0,80.17
2100,2,5,0,90.0,1,9342,9,0,0,23.92
2101,4,16,0,90.0,0,1357,2,0,0,160.04
2102,6,1,0,90.0,0,6222,7,0,0,33.96
2103,3,0,0,90.0,1,8994,10,0,0,48.88
2104,5,6,2,56.359,2,182757,1,0,0,52.36
2105,4,14,0,90.0,0,8244,2,0,0,103.16
2106,0,11,0,90.0,0,3394,8,0,0,59.97
2107,3,13,0,90.0,0,9146,10,0,0,17.75
2108,2,5,0,90.0,1,2656,10,0,0,22.42
2109,5,7,0,99.8,0,5837,8,0,0,64.78
2110,0,17,0,95.0,0,7694,8,1,0,59.78
2111,0,17,2,65.791,0,52988,0,0,0,69.28
2112,2,2,0,90.0,0,7322,9,0,0,36.0
2113,4,16,1,76.156,0,30642,2,0,0,159.13
2114,2,2,0,90.0,0,8646,9,0,0,35.42
2115,1,20,0,90.0,2,5821,8,0,0,80.61
2116,5,7,0,99.8,0,2947,8,0,0,63.78
2117,0,11,0,90.0,0,900,7,0,0,60.0
2118,2,4,2,62.1,1,62617,1,0,0,10.86
2119,4,16,1,82.47409000000002,0,18581,1,0,1,159.32
2120,6,1,0,90.0,0,6091,7,0,0,34.73
2121,5,6,1,69.12,2,28799,6,0,2,50.52
2122,1,19,2,61.018,2,104124,1,0,0,62.65
2123,6,1,1,70.963,0,33328,6,0,2,36.68
2124,5,7,0,99.8,0,2803,8,0,0,63.47
2125,4,16,1,76.156,0,17761,2,0,0,159.01
2126,4,15,2,76.093,0,198390,2,0,0,125.31
2127,3,0,0,90.0,1,2112,9,0,0,40.47
2128,1,18,2,46.0,0,198468,1,0,0,22.92
2129,1,19,1,66.208,2,12402,3,0,0,64.68
2130,4,16,0,93.09399999999985,0,9579,2,0,0,160.0
2131,1,18,0,90.0,0,91,7,1,0,24.82
2132,1,20,0,90.0,0,3644,8,0,0,80.38
2133,2,3,2,55.836,0,116264,2,0,0,37.09
2134,2,2,2,55.836,0,120210,2,0,0,34.12
2135,2,4,1,59.92,1,45809,3,0,2,24.63
2136,6,1,2,55.547,0,68170,0,0,0,38.28
2137,3,10,1,56.0,1,11717,6,0,0,27.38
2138,1,19,0,90.0,2,2825,7,0,0,64.86
2139,0,12,1,78.28522999999991,0,42714,5,0,1,99.0
2140,0,12,0,90.0,0,6267,8,0,0,100.0
2141,2,4,1,66.51509999999998,1,70021,3,0,0,12.16
2142,0,17,1,77.46,0,12007,3,0,0,73.71
2143,0,11,0,90.0,0,2780,8,0,0,59.45
2144,0,17,2,65.791,0,111342,0,0,0,70.17
2145,6,1,2,60.272,0,94692,2,0,0,41.09
2146,1,18,1,56.0,2,25814,6,0,2,23.97
2147,5,9,2,56.359,0,113221,1,0,0,77.14
2148,6,1,2,55.547,0,143444,0,0,0,38.19
2149,2,3,1,65.739,0,27133,6,0,0,38.0
2150,6,1,2,57.861,0,125842,1,0,0,39.34
2151,0,12,0,90.0,0,459,8,0,0,100.0
2152,6,1,0,90.0,0,4970,8,0,0,40.86
2153,3,0,0,90.0,1,9617,9,0,0,41.08
2154,1,18,2,46.0,2,154706,0,0,0,22.65
2155,6,1,0,90.0,0,8839,8,0,0,40.24
2156,6,1,0,90.0,0,9025,7,0,0,34.28
2157,3,0,0,90.0,0,5868,9,0,0,41.04
2158,4,16,2,70.185,0,85674,2,0,0,155.93
2159,2,4,2,46.21,1,64713,1,0,2,26.56
2160,1,20,0,90.0,2,774,7,0,0,80.82
2161,2,3,1,68.479,0,34060,7,0,1,37.97
2162,1,19,1,71.841,2,11583,5,0,1,61.74
2163,3,13,1,56.0,0,30182,5,0,0,23.32
2164,0,12,1,78.2269999999999,0,20938,3,0,0,99.04
2165,2,5,0,90.0,1,3914,10,0,0,20.98
2166,5,8,1,84.62072000000015,0,36184,4,0,0,94.62
2167,5,6,1,63.701,2,15442,4,0,0,54.0
2168,1,18,1,56.0,0,37389,6,0,2,23.91
2169,6,1,1,62.784,0,34459,3,0,0,41.96
2170,2,3,2,53.602,0,173637,1,0,0,37.22
2171,5,9,0,90.0,0,8045,7,1,0,64.16
2172,3,13,1,56.623,1,38893,7,0,1,23.17
2173,0,12,2,78.227,0,163107,0,0,0,94.08
2174,1,20,0,90.0,2,3247,8,0,0,80.09
2175,2,3,1,71.332,0,34749,8,0,2,37.97
2176,1,18,1,56.0,2,30729,6,0,2,23.55
2177,4,15,1,76.093,0,32963,0,0,2,119.12
2178,2,3,1,71.332,0,14926,8,0,2,37.09
2179,1,18,1,56.0,2,45378,4,0,0,24.0
2180,0,17,2,68.532,0,124211,0,0,0,69.5
2181,6,1,2,60.272,0,92843,2,0,0,40.93
2182,1,18,0,90.0,2,7692,8,0,0,24.83
2183,2,5,2,68.488,1,113054,2,0,0,27.82
2184,3,13,1,56.0,0,14297,6,0,0,23.57
2185,5,6,0,90.0,2,9554,7,0,0,47.31
2186,4,16,1,76.156,0,36858,2,0,0,159.12
2187,4,15,0,90.0,0,2896,2,0,0,120.19
2188,4,16,0,93.4,0,4041,2,0,0,160.44
2189,3,0,0,90.0,0,2689,9,0,0,40.43
2190,3,0,0,90.0,1,5770,9,0,0,41.19
2191,5,7,1,92.16,0,17331,6,0,2,75.75
2192,5,9,0,90.0,0,7495,7,0,0,63.25
2193,3,10,2,46.169,1,71099,2,0,0,26.69
2194,1,20,0,90.0,2,8061,8,0,0,80.72
2195,6,1,0,90.0,0,9186,7,0,0,34.64
2196,4,15,1,76.093,0,11838,1,0,1,130.54
2197,2,3,1,68.479,0,15681,7,0,1,37.67
2198,5,7,0,96.0,0,974,7,0,0,69.65
2199,1,19,1,71.841,0,21317,5,0,1,59.88
2200,2,5,2,68.488,1,166365,4,0,0,28.31
2201,2,3,0,90.0,0,4071,10,0,0,38.31
2202,6,1,1,70.963,0,43240,6,0,2,36.86
2203,5,6,0,90.0,2,6722,7,0,0,47.08
2204,0,12,0,90.0,0,9657,7,0,0,100.31
2205,5,8,0,96.0,0,2168,7,0,0,77.83
2206,6,1,2,53.325,0,102675,0,0,0,38.9
2207,5,8,2,78.2759999999999,0,94951,2,0,0,91.49
2208,5,7,2,72.139,0,176217,0,0,0,79.18
2209,2,5,2,68.488,1,68338,4,0,0,27.97
2210,4,14,1,70.071,0,27206,1,0,1,121.41
2211,6,1,2,57.861,0,167081,1,0,0,39.28
2212,0,11,2,56.788,0,156063,0,0,0,56.0
2213,4,15,0,90.0,0,1620,2,0,0,120.0
2214,2,2,0,90.0,0,9676,10,0,0,34.92
2215,3,13,2,50.096,0,175324,4,0,0,22.84
2216,3,0,0,90.0,1,6249,10,0,0,48.16
2217,3,10,2,50.096,0,177694,4,0,0,27.49
2218,3,10,1,58.982,0,26187,8,0,2,27.22
2219,0,17,0,91.2,0,7539,7,0,0,65.79
2220,3,10,1,56.0,1,24830,5,0,0,27.96
2221,5,6,0,90.0,2,3546,8,0,0,54.65
2222,2,3,2,58.162,0,53277,3,0,0,37.7
2223,4,14,2,54.849,0,54001,2,0,0,114.54
2224,3,10,1,56.623,0,45753,7,0,1,27.37
2225,5,9,2,58.707,0,73117,2,0,0,76.49
2226,4,16,1,82.50444000000002,0,36859,1,0,1,159.9
2227,2,3,0,90.0,0,2028,9,0,0,38.95
2228,2,3,0,90.0,0,1808,9,0,0,38.92
2229,2,2,0,90.0,0,4494,10,0,0,35.24
2230,3,0,0,90.0,0,589,9,0,0,40.23
2231,2,2,0,90.0,0,7214,9,0,0,36.0
2232,0,12,2,78.2269999999999,0,178465,2,0,0,97.08
2233,2,5,0,90.0,1,6823,9,0,0,25.31
2234,5,9,0,90.0,0,9608,8,0,0,74.54
2235,0,12,2,78.227,0,66322,0,0,0,94.48
2236,3,13,1,56.623,0,17325,7,0,1,22.65
2237,4,16,0,93.4,0,599,2,0,0,160.0
2238,3,10,1,56.623,0,29899,7,0,1,28.88
2239,1,19,1,68.967,2,15866,4,0,0,63.58
2240,6,1,0,90.0,0,3449,7,0,0,34.09
2241,2,5,0,90.0,1,3509,9,0,0,24.55
2242,4,16,2,73.11,0,173841,2,0,0,155.99
2243,3,10,1,56.623,1,27955,7,0,1,28.23
2244,5,6,0,90.0,2,285,7,0,0,47.45
2245,0,11,0,90.0,0,382,7,0,0,59.09
2246,2,5,2,68.488,1,67398,2,0,0,26.92
2247,4,15,2,76.093,0,163229,2,0,0,124.95
2248,2,2,1,68.479,0,35994,7,0,1,35.0
2249,1,18,1,56.0,2,32992,4,0,0,23.83
2250,4,16,2,70.185,0,119982,2,0,0,156.77
2251,6,1,0,90.0,0,2036,8,0,0,40.28
2252,0,17,0,91.2,0,9969,7,0,0,65.95
2253,5,8,0,99.8,0,175,8,0,0,71.25
2254,5,7,0,99.8,0,5545,8,0,0,64.77
2255,0,17,2,68.532,0,199255,0,0,0,70.22
2256,1,19,1,74.834,0,40451,6,0,2,63.17
2257,3,10,2,50.096,1,176537,4,0,0,28.85
2258,0,17,2,74.362,0,93919,2,1,0,72.47
2259,2,3,0,90.0,0,5516,10,0,0,38.94
2260,4,16,1,76.156,0,46795,2,0,0,159.1
2261,3,13,1,56.623,0,35713,7,0,1,23.77
2262,5,7,0,96.0,0,3278,7,0,0,70.27
2263,4,15,0,90.0,0,5827,2,0,0,120.0
2264,4,15,0,90.0,0,229,2,0,0,130.11
2265,3,13,2,48.093,1,73354,3,0,0,22.33
2266,4,16,1,76.156,0,12535,2,0,0,159.19
2267,6,1,1,70.963,0,37961,6,0,2,37.23
2268,3,0,0,90.0,1,7214,10,0,0,48.8
2269,5,8,0,99.8,0,8753,8,0,0,71.72
2270,0,12,1,78.2269999999999,0,32110,4,0,0,99.0
2271,4,16,0,93.4,0,998,2,0,0,160.0
2272,2,2,0,90.0,0,305,9,0,0,35.93
2273,4,15,0,90.0,0,102,2,0,0,129.92
2274,3,0,0,90.0,1,4302,9,0,0,40.83
2275,2,3,0,90.0,0,2986,9,0,0,38.63
2276,2,3,1,63.11,0,40927,5,0,0,37.97
2277,3,10,1,56.0,1,24025,6,0,0,29.12
2278,3,10,1,58.982,1,22304,8,0,2,28.72
2279,5,7,2,75.145,0,144807,1,1,0,80.53
2280,0,12,2,78.2269999999999,0,170558,0,0,0,94.04
2281,3,10,2,46.0,0,123693,1,0,0,27.35
2282,1,20,0,90.0,2,8096,8,0,0,80.02
2283,1,19,2,63.56,2,104605,2,0,0,62.45
2284,5,9,0,90.0,0,2340,8,0,0,74.91
2285,4,16,2,73.11,0,99506,2,1,0,155.97
2286,4,14,2,61.994,0,192235,2,0,0,118.57
2287,6,1,0,90.0,0,1881,7,0,0,34.48
2288,1,20,0,90.0,0,3507,8,0,0,80.35
2289,1,20,0,90.0,2,8342,8,1,0,78.92
2290,1,19,1,74.834,0,26645,6,0,2,64.94
2291,3,10,2,50.096,1,186337,4,1,0,27.22
2292,3,0,0,90.0,1,1512,9,0,0,41.56
2293,0,17,1,80.68800000000009,0,17274,4,0,0,73.48
2294,0,12,1,78.14731999999991,0,49363,6,0,2,99.0
2295,5,9,0,89.73701000000001,0,9984,8,0,0,75.11
2296,4,16,2,70.185,0,162961,2,0,0,156.19
2297,6,1,2,60.272,0,90764,2,0,0,39.81
2298,1,19,1,71.841,2,33328,5,0,1,60.28
2299,4,15,0,90.0,0,4046,2,0,0,130.48
2300,3,13,1,56.623,0,24502,7,0,1,23.72
2301,2,2,2,53.602,0,89255,1,1,0,34.28
2302,4,15,0,90.0,0,6767,2,0,0,120.18
2303,4,15,2,76.093,0,148254,2,0,0,128.88
2304,6,1,0,90.0,0,8178,7,0,0,33.3
2305,2,5,2,68.488,1,178942,2,0,0,28.28
2306,1,19,2,61.018,2,158866,1,0,0,63.44
2307,3,13,2,50.096,0,69916,4,0,0,24.09
2308,4,15,0,90.0,0,6318,2,0,0,130.52
2309,5,7,1,80.67080000000009,0,46360,3,1,0,82.62
2310,5,6,0,90.0,2,1285,7,0,0,46.43
2311,1,19,2,56.234,2,136401,0,0,0,60.21
2312,3,13,1,56.623,0,11563,7,0,1,22.81
2313,3,10,1,56.0,1,23536,5,0,0,28.13
2314,1,20,0,90.0,0,2228,8,0,0,80.36
2315,0,12,2,78.2269999999999,0,190806,2,0,0,97.08
2316,2,2,2,53.602,0,106730,1,0,0,34.19
2317,0,17,0,91.2,0,1587,7,0,0,64.88
2318,5,7,0,99.8,0,1475,8,0,0,63.17
2319,1,20,0,90.0,2,4913,7,0,0,80.73
2320,5,8,1,92.16,0,44898,6,0,2,84.97
2321,2,2,0,90.0,0,1342,9,1,0,35.78
2322,4,16,0,93.39999999999982,0,7043,2,0,0,160.0
2323,2,5,2,68.488,1,104322,4,0,0,27.37
2324,4,16,0,93.4,0,1158,2,0,0,160.35
2325,0,12,2,78.2269999999999,0,89443,0,0,0,94.14
2326,1,20,0,90.0,2,4123,8,0,0,79.55
2327,5,9,0,90.0,0,2084,7,0,0,64.38
2328,0,17,1,84.05,0,36640,5,0,1,74.4
2329,0,17,1,84.0514000000001,0,15539,5,0,1,73.74
2330,2,5,0,90.0,1,3773,10,0,0,21.91
2331,5,8,2,78.2759999999999,0,77759,2,0,0,91.33
2332,0,12,1,78.2269999999999,0,15810,6,0,2,99.07
2333,0,17,2,68.532,0,136519,0,0,0,70.25
2334,4,16,2,73.11,0,134662,2,0,0,155.8
2335,1,19,2,56.234,2,176146,0,0,0,60.05
2336,2,5,0,90.0,1,8295,10,0,0,20.72
2337,2,2,0,90.0,0,2461,10,0,0,35.31
2338,4,16,0,91.18999999999993,0,141,2,0,0,160.17
2339,4,14,0,90.0,0,8050,2,0,0,103.77
2340,3,0,0,90.0,1,9476,10,0,0,48.96
2341,1,18,1,56.0,2,45935,5,0,1,23.93
2342,1,20,0,90.0,2,7620,8,0,0,80.29
2343,2,5,0,90.0,1,8501,10,0,0,22.29
2344,2,5,1,68.488,1,31844,5,1,0,28.45
2345,2,4,1,55.98,1,57095,3,0,2,26.39
2346,4,14,2,54.849,0,181367,2,0,0,114.95
2347,2,2,1,68.479,0,46831,7,0,1,35.0
2348,1,19,2,56.234,2,126294,0,0,0,60.43
2349,5,9,0,90.0,0,9657,8,0,0,75.08
2350,4,14,2,59.515,0,54431,2,0,0,118.86
2351,2,4,2,66.27,1,59998,1,0,1,23.34
2352,4,16,1,82.634,0,36169,1,0,1,159.5
2353,1,20,0,90.0,0,4735,7,0,0,79.32
2354,2,2,0,90.0,0,113,10,0,0,35.28
2355,4,16,0,93.4,0,5238,2,0,0,160.78
2356,5,6,1,63.701,2,38758,4,0,0,53.97
2357,2,2,2,58.162,0,121752,3,0,0,34.22
2358,4,16,1,76.15599999999996,0,49024,2,1,0,159.74
2359,3,13,1,58.982,0,11159,8,0,2,23.02
2360,0,11,0,90.0,0,6687,7,0,0,59.39
2361,3,0,0,90.0,1,8648,9,0,0,39.9
2362,4,16,0,93.4,0,9249,2,0,0,160.0
2363,0,17,0,95.0,0,2827,8,0,0,59.61
2364,0,12,2,78.227,0,192375,0,0,0,94.0
2365,6,1,0,90.0,0,1970,7,0,0,34.57
2366,2,4,2,65.36389000000007,1,57374,1,0,0,12.09
2367,6,1,1,70.963,0,13917,6,1,2,36.65
2368,1,19,0,90.0,2,7414,7,0,0,64.7
2369,1,20,0,90.0,2,4029,7,1,0,80.88
2370,4,14,2,59.515,0,133697,2,0,0,118.81
2371,4,14,0,90.0,0,4728,2,0,0,103.91
2372,2,2,0,90.0,0,2563,10,0,0,35.37
2373,2,2,0,90.0,0,968,9,0,0,35.94
2374,4,15,0,90.0,0,6209,2,0,0,120.04
2375,2,2,0,90.0,0,4063,10,0,0,35.94
2376,5,9,0,90.0,0,7497,7,0,0,63.09
2377,4,15,0,90.0,0,391,2,1,0,120.42
2378,0,12,2,78.2269999999999,0,179033,2,0,0,97.07
2379,0,12,0,90.0,0,292,8,0,0,100.36
2380,3,13,1,56.0,1,31020,6,0,0,23.29
2381,1,19,0,90.0,2,6808,8,0,0,65.83
2382,0,17,0,95.0,0,5631,8,0,0,60.79
2383,5,9,0,90.0,0,1942,7,0,0,63.92
2384,4,15,2,76.093,0,181551,2,0,0,128.55
2385,0,17,2,74.362,0,66980,2,0,0,72.07
2386,0,12,2,78.2269999999999,0,187973,0,1,0,94.42
2387,1,18,1,56.0,0,19209,4,0,0,23.14
2388,4,14,1,72.991,0,16262,0,0,2,120.36
2389,2,5,1,68.488,1,15086,7,0,1,27.79
2390,4,16,1,82.50444000000002,0,39530,1,0,1,160.28
2391,5,7,1,92.16,0,38912,6,0,2,76.43
2392,3,10,1,56.623,1,41976,7,0,1,27.95
2393,6,1,1,62.784,0,19852,3,0,0,41.05
2394,0,11,0,90.0,0,4586,8,0,0,59.97
2395,5,6,0,90.0,2,9076,8,0,0,54.76
2396,3,10,2,46.0,1,61402,1,0,0,27.78
2397,0,12,0,90.0,0,2287,8,0,0,100.11
2398,1,18,2,46.0,0,131962,0,0,0,21.98
2399,2,3,0,90.0,0,2676,10,0,0,38.46
2400,1,18,1,56.0,2,21428,4,0,0,23.98
2401,0,12,0,90.0,0,6065,8,0,0,100.0
2402,1,19,2,63.56,2,75287,2,0,0,63.44
2403,1,19,1,74.834,2,43424,6,0,2,63.95
2404,4,16,1,82.43966,0,29518,1,0,1,159.9
2405,3,13,2,46.0,0,103208,1,1,0,22.89
2406,5,6,2,56.359,2,113246,1,0,0,52.35
2407,1,19,2,58.577,2,159391,0,0,0,59.8
2408,1,18,2,46.0,2,128686,0,0,0,22.06
2409,3,13,1,56.623,1,46884,7,0,1,23.07
2410,1,19,1,66.208,2,20215,3,0,0,63.56
2411,1,20,0,90.0,0,6702,7,0,0,79.92
2412,5,8,0,99.8,0,1369,8,0,0,71.4
2413,4,15,0,90.0,0,1733,2,0,0,130.41
2414,6,1,2,55.547,0,102647,0,0,0,39.26
2415,0,11,1,69.646,0,42817,4,0,0,58.59
2416,3,10,1,56.0,0,26957,5,0,0,28.53
2417,4,16,2,70.185,0,103911,2,0,0,156.1
2418,5,8,0,96.0,0,4948,7,0,0,77.74
2419,1,18,0,90.0,2,5745,7,0,0,24.79
2420,4,15,2,76.093,0,197811,2,0,0,124.98
2421,0,17,2,65.791,0,74770,0,0,0,70.25
2422,6,1,0,90.0,0,6535,7,0,0,33.65
2423,6,1,0,90.0,0,9192,8,0,0,39.39
2424,0,17,0,95.0,0,7238,8,0,0,59.16
2425,3,0,0,90.0,1,6174,10,0,0,47.12
2426,3,13,2,46.0,1,136597,1,0,0,23.19
2427,5,6,1,63.701,2,43302,4,0,0,54.0
2428,3,0,0,90.0,1,2888,10,0,0,48.4
2429,4,14,0,90.0,0,1306,2,0,0,104.62
2430,1,20,0,90.0,2,118,7,0,0,80.54
2431,2,2,1,68.479,0,38235,7,0,1,34.93
2432,5,6,0,90.0,2,5397,8,0,0,54.62
2433,3,0,0,90.0,0,2563,10,0,0,47.5
2434,3,0,0,90.0,1,7439,9,0,0,40.49
2435,3,0,0,90.0,1,9074,10,0,0,48.65
2436,0,12,1,78.227,0,18396,6,0,2,99.0
2437,0,17,0,95.0,0,3067,8,0,0,59.45
2438,3,13,2,46.169,1,141502,2,0,0,23.38
2439,4,14,1,70.071,0,37590,1,0,1,121.24
2440,2,4,1,55.85200000000012,1,33527,3,0,0,23.6
2441,0,17,2,71.388,0,98252,1,0,0,72.39
2442,3,10,2,50.096,0,153918,4,0,0,28.44
2443,2,2,1,68.479,0,37343,7,0,1,35.0
2444,2,2,0,90.0,0,8733,10,0,0,35.95
2445,4,15,1,76.093,0,23713,2,0,0,130.91
2446,2,5,2,68.488,1,102061,2,0,0,28.33
2447,3,13,2,46.0,0,86436,1,0,0,23.31
2448,3,0,0,90.0,1,5785,10,0,0,47.88
2449,5,6,2,56.359,2,88614,1,0,0,52.79
2450,4,14,0,90.0,0,6009,2,0,0,95.0
2451,2,3,2,60.585,0,131810,4,0,0,37.88
2452,0,12,0,90.0,0,8758,8,0,0,100.53
2453,0,17,2,68.532,0,189191,0,0,0,70.25
2454,3,13,2,46.0,1,160614,1,0,0,22.03
2455,2,3,2,55.836,0,193229,2,0,0,37.13
2456,0,11,2,56.788,0,146137,0,0,0,56.0
2457,4,15,2,76.093,0,114341,2,0,0,123.83
2458,0,17,0,91.2,0,7668,7,1,0,65.35
2459,3,13,1,58.982,1,46695,8,0,2,22.17
2460,1,20,0,90.0,2,9674,7,0,0,80.33
2461,0,12,0,90.0,0,7905,8,0,0,100.34
2462,2,2,2,60.585,0,111633,4,0,0,34.63
2463,0,12,0,90.0,0,4110,7,0,0,100.05
2464,2,3,2,53.602,0,183018,1,0,0,37.21
2465,6,1,2,53.325,0,87468,0,0,0,38.49
2466,3,10,1,56.0,0,19508,5,0,0,28.53
2467,5,7,1,87.14686000000009,0,38607,5,0,1,84.16
2468,4,16,1,86.077,0,26549,0,0,2,160.11
2469,4,14,2,54.849,0,141415,2,0,0,114.16
2470,6,1,1,65.4,0,29844,4,0,0,41.21
2471,2,5,1,68.488,1,35304,8,0,2,28.53
2472,2,5,1,68.488,1,34478,8,0,2,28.66
2473,2,2,0,90.0,0,5589,9,0,0,35.83
2474,1,19,1,68.967,0,49438,4,0,0,64.75
2475,2,5,2,68.488,1,72842,2,0,0,27.84
2476,5,6,2,51.94,2,186286,0,0,0,50.87
2477,3,10,1,58.982,1,28648,8,0,2,28.76
2478,4,14,0,90.0,0,3628,2,0,0,95.23
2479,2,3,0,90.0,0,7447,9,0,0,38.76
2480,4,14,0,90.0,0,3488,2,0,0,96.48
2481,3,10,2,50.096,1,77370,4,0,0,27.34
2482,2,5,2,68.488,1,178121,3,0,0,28.26
2483,0,17,0,95.0,0,5881,8,0,0,59.38
2484,2,5,2,68.488,1,64464,2,0,0,26.48
2485,1,20,0,90.0,2,9357,8,0,0,80.05
2486,5,8,2,69.253,0,50205,0,1,0,87.79
2487,2,3,2,58.162,0,64166,3,0,0,38.0
2488,3,10,2,46.169,0,77399,2,0,0,28.21
2489,1,19,1,68.967,2,11918,4,0,0,64.98
2490,5,9,1,66.355,0,34915,5,0,1,73.65
2491,3,10,2,48.093,0,147715,3,0,0,27.67
2492,3,0,0,90.0,0,1763,9,1,0,40.72
2493,2,3,2,53.602,0,92746,1,0,0,37.22
2494,5,8,2,69.253,0,59403,0,1,0,88.39
2495,2,3,1,71.332,0,13023,8,0,2,37.39
2496,1,18,2,46.0,2,81513,0,0,0,22.57
2497,4,16,1,76.156,0,30144,2,0,0,159.11
2498,2,2,0,90.0,0,4032,9,0,0,35.93
2499,1,20,0,90.0,2,2313,7,0,0,79.78
2500,2,4,2,63.89,1,56795,1,0,0,11.79
2501,0,17,1,80.688,0,28530,4,0,0,74.02
2502,1,18,2,46.0,0,184989,1,0,0,23.5
2503,1,19,2,61.018,0,122179,1,0,0,62.95
2504,5,7,0,99.8,0,4121,8,0,0,63.82
2505,0,17,0,95.0,0,1160,8,0,0,60.49
2506,0,17,0,91.2,0,7537,7,0,0,65.85
2507,0,11,0,90.0,0,3121,8,0,0,59.55
2508,3,0,0,90.0,1,8836,10,0,0,47.32
2509,5,8,0,96.0,0,4849,7,0,0,78.64
2510,3,10,2,46.0,1,160990,1,0,0,27.42
2511,5,6,0,90.0,2,3645,7,0,0,47.19
2512,5,9,1,63.701,0,49992,4,0,0,77.39
2513,1,20,0,90.0,2,501,8,0,0,80.14
2514,5,9,0,90.0,0,5664,7,0,0,63.66
2515,2,3,0,90.0,0,223,10,0,0,39.0
2516,4,14,2,61.994,0,172111,2,0,0,119.45
2517,1,18,1,56.0,0,44043,5,0,1,23.92
2518,0,17,0,95.0,0,7182,8,0,0,59.91
2519,0,11,2,56.788,0,83764,0,0,0,56.0
2520,0,11,0,90.0,0,8101,8,0,0,59.39
2521,4,14,0,90.0,0,2725,2,0,0,96.25
2522,5,7,1,92.16,0,48894,6,0,2,76.49
2523,3,10,0,90.0,1,3861,10,0,0,21.37
2524,5,7,1,87.81043000000008,0,23978,5,0,1,84.05
2525,3,13,1,56.0,1,43976,6,0,0,23.09
2526,3,10,2,50.096,1,133973,4,1,0,27.87
2527,2,4,1,61.46079000000007,1,15596,3,0,1,17.98
2528,3,10,2,50.096,1,168691,4,0,0,27.41
2529,4,15,0,90.0,0,5219,2,0,0,120.45
2530,1,19,1,74.834,2,12472,6,0,2,64.33
2531,4,16,1,76.156,0,42741,2,0,0,159.42
2532,2,4,2,62.50459999999994,1,75303,1,0,2,11.27
2533,0,11,0,90.0,0,5416,7,0,0,60.0
2534,5,9,2,51.94,0,113999,0,0,0,74.05
2535,1,18,2,46.0,2,55609,2,1,0,23.22
2536,3,13,0,90.0,0,3473,10,0,0,18.41
2537,3,0,0,90.0,0,2902,9,0,0,41.48
2538,4,15,0,90.0,0,7444,2,0,0,129.71
2539,6,1,1,68.125,0,33593,5,0,1,40.05
2540,1,20,0,90.0,2,887,8,0,0,79.5
